TID	CHEMBL_ID	TargetName	Organism
226	CHEMBL246	Beta-3 adrenergic receptor	Homo sapiens
12171	CHEMBL3360	Adenosine A3 receptor	Rattus norvegicus
170	CHEMBL241	Phosphodiesterase 3A	Homo sapiens
100193	CHEMBL4191	Monoglyceride lipase	Homo sapiens
100974	CHEMBL5393	ATP-binding cassette sub-family G member 2	Homo sapiens
282	CHEMBL1878	Calcium sensing receptor	Homo sapiens
103744	CHEMBL1293311	Envelope glycoprotein gp160	Human immunodeficiency virus 1
100664	CHEMBL4696	Glycogen phosphorylase, muscle form	Oryctolagus cuniculus
64	CHEMBL1977	Vitamin D receptor	Homo sapiens
17024	CHEMBL3332	ADAM17	Sus scrofa
10927	CHEMBL3764	Urotensin II receptor	Homo sapiens
148	CHEMBL1921	Vasopressin V1b receptor	Homo sapiens
10331	CHEMBL2335	Lysosomal Pro-X carboxypeptidase	Homo sapiens
11680	CHEMBL2868	Vasopressin V1a receptor	Rattus norvegicus
12920	CHEMBL2782	Acyl coenzyme A:cholesterol acyltransferase 1	Homo sapiens
18046	CHEMBL4414	Plasmepsin 2	Plasmodium falciparum
12896	CHEMBL3729	Carbonic anhydrase IV	Homo sapiens
10473	CHEMBL2107	C-X-C chemokine receptor type 4	Homo sapiens
100984	CHEMBL5424	Acyl-CoA desaturase 1	Rattus norvegicus
103079	CHEMBL1075145	Transitional endoplasmic reticulum ATPase	Homo sapiens
12054	CHEMBL2903	Arachidonate 15-lipoxygenase	Homo sapiens
11046	CHEMBL2964	Dual specificity mitogen-activated protein kinase kinase 2	Homo sapiens
10144	CHEMBL3898	Bone morphogenetic protein 1	Homo sapiens
104487	CHEMBL2007629	26S proteasome non-ATPase regulatory subunit 14	Homo sapiens
12415	CHEMBL4147	CaM kinase II alpha	Homo sapiens
12464	CHEMBL2857	Human rhinovirus A protease	Human rhinovirus sp.
142	CHEMBL1881	Prostanoid EP2 receptor	Homo sapiens
100675	CHEMBL3318	Tyrosinase	Agaricus bisporus
12214	CHEMBL2803	Tyrosine-protein kinase ZAP-70	Homo sapiens
101259	CHEMBL5007	Zinc finger protein GLI1	Mus musculus
108432	CHEMBL3301559	Mitogen-activated protein kinase	Plasmodium falciparum
30028	CHEMBL5073	CaM kinase I delta	Homo sapiens
108434	CHEMBL3301561	Lysine--tRNA ligase	Plasmodium falciparum (isolate 3D7)
108431	CHEMBL3301558	Cdk-related protein kinase 6	Plasmodium falciparum
108433	CHEMBL3301560	Proline--tRNA ligase	Plasmodium falciparum (isolate 3D7)
101110	CHEMBL5192	Botulinum neurotoxin type A	Clostridium botulinum
102420	CHEMBL5678	G protein-coupled receptor kinase 5	Homo sapiens
10244	CHEMBL3776	Caspase-8	Homo sapiens
13053	CHEMBL2789	Estradiol 17-beta-dehydrogenase 2	Homo sapiens
101484	CHEMBL5627	Leukocyte tyrosine kinase receptor	Homo sapiens
12128	CHEMBL3369	Neprilysin	Rattus norvegicus
101474	CHEMBL5617	Protein Wnt-3a	Mus musculus
143	CHEMBL1995	Prostanoid IP receptor	Homo sapiens
11627	CHEMBL2265	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens
10577	CHEMBL3459	Serotonin 1b (5-HT1b) receptor	Rattus norvegicus
10579	CHEMBL2414	C-C chemokine receptor type 4	Homo sapiens
11267	CHEMBL3559	Steryl-sulfatase	Homo sapiens
11192	CHEMBL4791	Endothelin-converting enzyme 1	Homo sapiens
10692	CHEMBL4607	Angiotensin II type 2 (AT-2) receptor	Homo sapiens
100098	CHEMBL5491	Serine/threonine-protein kinase WEE1	Homo sapiens
79	CHEMBL1787	Steroid 5-alpha-reductase 1	Homo sapiens
11785	CHEMBL3234	Tyrosine-protein kinase HCK	Homo sapiens
10584	CHEMBL3474	Phospholipase A2 group IIA	Homo sapiens
30011	CHEMBL3983	Dual specificity protein kinase TTK	Homo sapiens
20127	CHEMBL3746	11-beta-hydroxysteroid dehydrogenase 2	Homo sapiens
104106	CHEMBL1744525	Nicotinamide phosphoribosyltransferase	Homo sapiens
10330	CHEMBL3351	Acetyl-CoA carboxylase 1	Homo sapiens
100643	CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens
251	CHEMBL250	Platelet activating factor receptor	Homo sapiens
101598	CHEMBL5903	Activin receptor type-1	Homo sapiens
10294	CHEMBL5373	Cannabinoid CB2 receptor	Mus musculus
11512	CHEMBL3181	Estradiol 17-beta-dehydrogenase 1	Homo sapiens
101467	CHEMBL6169	Putative uncharacterized protein pk7	Plasmodium falciparum
17081	CHEMBL3949	Endothelin receptor ET-B	Sus scrofa
10574	CHEMBL2749	Platelet-derived growth factor receptor beta	Mus musculus
11402	CHEMBL2611	Furin	Homo sapiens
11440	CHEMBL5112	GABA receptor alpha-5 subunit	Homo sapiens
10273	CHEMBL263	Type-1B angiotensin II receptor	Rattus norvegicus
101002	CHEMBL5508	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	Rattus norvegicus
17066	CHEMBL4768	Acetylcholinesterase	Bos taurus
12651	CHEMBL4426	Phospholipase A2 group 1B	Homo sapiens
168	CHEMBL1875	Serotonin 4 (5-HT4) receptor	Homo sapiens
20168	CHEMBL5077	Butyrylcholinesterase	Equus caballus
10950	CHEMBL3892	Sphingosine 1-phosphate receptor Edg-3	Homo sapiens
105236	CHEMBL2169725	Calcium-dependent protein kinase 4	Plasmodium falciparum (isolate 3D7)
100448	CHEMBL4506	NAD-dependent deacetylase sirtuin 1	Homo sapiens
103726	CHEMBL1293293	Neuropeptides B/W receptor type 1	Homo sapiens
236	CHEMBL1944	Neprilysin	Homo sapiens
102	CHEMBL1941	Histamine H2 receptor	Homo sapiens
12679	CHEMBL2373	C5a anaphylatoxin chemotactic receptor	Homo sapiens
11379	CHEMBL2689	Macrophage-stimulating protein receptor	Homo sapiens
100788	CHEMBL4374	Photoreceptor-specific nuclear receptor	Homo sapiens
100186	CHEMBL4683	Fibroblast activation protein alpha	Homo sapiens
12067	CHEMBL3468	Caspase-7	Homo sapiens
11287	CHEMBL2820	Coagulation factor XI	Homo sapiens
12948	CHEMBL4037	Carnitine palmitoyltransferase 2	Rattus norvegicus
11923	CHEMBL3223	Serotonin 7 (5-HT7) receptor	Rattus norvegicus
59	CHEMBL1860	Thyroid hormone receptor alpha	Homo sapiens
100481	CHEMBL4681	Aldo-keto-reductase family 1 member C3	Homo sapiens
20015	CHEMBL5026	Serine/threonine-protein kinase EEF2K	Homo sapiens
10045	CHEMBL3160	Thymidylate synthase	Mus musculus
11968	CHEMBL3202	Prolyl endopeptidase	Homo sapiens
10702	CHEMBL3922	Methionine aminopeptidase 2	Homo sapiens
10878	CHEMBL3582	Protein kinase C epsilon	Homo sapiens
100069	CHEMBL5455	Tyrosine-protein kinase FES	Homo sapiens
101300	CHEMBL5719	Cell division protein kinase 8	Homo sapiens
100447	CHEMBL4462	NAD-dependent deacetylase sirtuin 2	Homo sapiens
12862	CHEMBL2285	ADAMTS5	Homo sapiens
13067	CHEMBL3508	Cholecystokinin B receptor	Rattus norvegicus
12894	CHEMBL4477	Metabotropic glutamate receptor 1	Rattus norvegicus
13010	CHEMBL3359	Formyl peptide receptor 1	Homo sapiens
11919	CHEMBL3402	Alkaline phosphatase placental-like	Homo sapiens
102414	CHEMBL5645	Cysteinyl leukotriene receptor 1	Cavia porcellus
100627	CHEMBL4903	Low molecular weight phosphotyrosine protein phosphatase	Homo sapiens
11415	CHEMBL3975	Fructose-1,6-bisphosphatase	Homo sapiens
10765	CHEMBL3238	Carnitine palmitoyltransferase 2	Homo sapiens
10764	CHEMBL3858	Carnitine palmitoyltransferase 1A	Rattus norvegicus
104176	CHEMBL1795094	Nuclear receptor subfamily 0 group B member 1	Homo sapiens
105495	CHEMBL2216739	Carnitine O-palmitoyltransferase 1, muscle isoform	Homo sapiens
120	CHEMBL1856	Steroid 5-alpha-reductase 2	Homo sapiens
103641	CHEMBL1293194	Carnitine O-palmitoyltransferase 1, liver isoform	Homo sapiens
12076	CHEMBL309	Muscarinic acetylcholine receptor M2	Rattus norvegicus
12000	CHEMBL3991	Coagulation factor VII	Homo sapiens
104175	CHEMBL1795093	Apoptotic protease-activating factor 1	Homo sapiens
11871	CHEMBL4393	Matrix metalloproteinase 12	Homo sapiens
12742	CHEMBL326	Alpha-1d adrenergic receptor	Rattus norvegicus
10185	CHEMBL3589	Adenosine kinase	Homo sapiens
10074	CHEMBL4068	Chymase	Homo sapiens
101361	CHEMBL5857	Trace amine-associated receptor 1	Homo sapiens
10472	CHEMBL1901	Cholecystokinin A receptor	Homo sapiens
80	CHEMBL1902	FK506-binding protein 1A	Homo sapiens
101234	CHEMBL5555	Acyl-CoA desaturase	Homo sapiens
11565	CHEMBL4804	Dual specificity phosphatase Cdc25B	Homo sapiens
100639	CHEMBL4372	Anthrax lethal factor	Bacillus anthracis
11677	CHEMBL3048	Nitric-oxide synthase, brain	Rattus norvegicus
10553	CHEMBL4633	Voltage-gated potassium channel subunit Kv1.3	Homo sapiens
11868	CHEMBL4175	Tyrosine-protein kinase CTK	Homo sapiens
11060	CHEMBL2326	Carbonic anhydrase VII	Homo sapiens
102391	CHEMBL6014	Testis-specific serine/threonine-protein kinase 2	Homo sapiens
11442	CHEMBL2568	Liver glycogen phosphorylase	Homo sapiens
237	CHEMBL4618	Leukotriene A4 hydrolase	Homo sapiens
103672	CHEMBL1293239	Bcl-2-related protein A1	Mus musculus
11063	CHEMBL3510	Carbonic anhydrase XIV	Homo sapiens
20166	CHEMBL5076	Histamine H3 receptor	Cavia porcellus
101508	CHEMBL5703	Tyrosine-protein kinase Srms	Homo sapiens
11869	CHEMBL3795	Melanocortin receptor 1	Homo sapiens
101502	CHEMBL5697	Egl nine homolog 1	Homo sapiens
100129	CHEMBL5147	Ephrin type-B receptor 4	Homo sapiens
10796	CHEMBL4649	Corticotropin releasing factor receptor 1	Rattus norvegicus
101054	CHEMBL5080	Endothelial lipase	Homo sapiens
11399	CHEMBL1873	Tissue-type plasminogen activator	Homo sapiens
30007	CHEMBL3982	Tyrosine-protein kinase FER	Homo sapiens
262	CHEMBL1836	Prostanoid EP4 receptor	Homo sapiens
103170	CHEMBL1075322	G-protein coupled receptor 55	Homo sapiens
102753	CHEMBL6115	Lysosomal protective protein	Homo sapiens
10635	CHEMBL2492	Neuronal acetylcholine receptor protein alpha-7 subunit	Homo sapiens
103042	CHEMBL1075115	Dual specificity tyrosine-phosphorylation-regulated kinase 4	Homo sapiens
103430	CHEMBL1163101	Serine/threonine-protein kinase/endoribonuclease IRE1	Homo sapiens
216	CHEMBL1942	Alpha-2b adrenergic receptor	Homo sapiens
11112	CHEMBL4321	Cyclooxygenase-2	Mus musculus
10901	CHEMBL2598	Protein kinase C iota	Homo sapiens
10549	CHEMBL3996	Oxytocin receptor	Rattus norvegicus
10258	CHEMBL3807	T-cell protein-tyrosine phosphatase	Homo sapiens
10656	CHEMBL2487	Beta amyloid A4 protein	Homo sapiens
100851	CHEMBL4575	Dual-specificity tyrosine-phosphorylation regulated kinase 3	Homo sapiens
12832	CHEMBL3072	Androgen Receptor	Rattus norvegicus
17074	CHEMBL3943	Histamine H1 receptor	Cavia porcellus
102451	CHEMBL6148	Eukaryotic translation initiation factor 4E	Mus musculus
10930	CHEMBL3766	Vasopressin V2 receptor	Rattus norvegicus
103697	CHEMBL1293264	Beta-galactosidase	Escherichia coli
30012	CHEMBL4223	Tyrosine-protein kinase FRK	Homo sapiens
11269	CHEMBL2808	LXR-alpha	Homo sapiens
12388	CHEMBL2889	Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP	Homo sapiens
12471	CHEMBL2858	Mu opioid receptor	Mus musculus
11320	CHEMBL3815	Squalene synthetase	Rattus norvegicus
12915	CHEMBL3529	Inhibitor of nuclear factor kappa B kinase epsilon subunit	Homo sapiens
10452	CHEMBL3563	Cruzipain	Trypanosoma cruzi
10034	CHEMBL3157	Bradykinin B2 receptor	Homo sapiens
12829	CHEMBL3055	Cyclin-dependent kinase 7	Homo sapiens
12689	CHEMBL324	Serotonin 2c (5-HT2c) receptor	Rattus norvegicus
11018	CHEMBL2896	cGMP-dependent protein kinase 2	Homo sapiens
10904	CHEMBL1906	Serine/threonine-protein kinase RAF	Homo sapiens
100411	CHEMBL4896	PDZ-binding kinase	Homo sapiens
144	CHEMBL1899	Serotonin 3a (5-HT3a) receptor	Homo sapiens
101408	CHEMBL6003	Testis-specific serine/threonine-protein kinase 1	Homo sapiens
11523	CHEMBL3864	Protein-tyrosine phosphatase 2C	Homo sapiens
69	CHEMBL1808	Angiotensin-converting enzyme	Homo sapiens
101014	CHEMBL5543	Dual specificity tyrosine-phosphorylation-regulated kinase 1B	Homo sapiens
12955	CHEMBL3891	Calpain 1	Homo sapiens
12949	CHEMBL3522	Cytochrome P450 17A1	Homo sapiens
104008	CHEMBL1741212	Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase	Plasmodium berghei
10438	CHEMBL4074	Angiotensin-converting enzyme	Oryctolagus cuniculus
28	CHEMBL1952	Thymidylate synthase	Homo sapiens
11524	CHEMBL2854	Cholecystokinin B receptor	Mus musculus
101400	CHEMBL5971	Smoothened homolog	Homo sapiens
11019	CHEMBL4273	cGMP-dependent protein kinase 1 beta	Homo sapiens
100856	CHEMBL5408	Serine/threonine-protein kinase TBK1	Homo sapiens
12622	CHEMBL2916	Telomerase reverse transcriptase	Homo sapiens
101058	CHEMBL5084	Casein kinase I isoform gamma-3	Homo sapiens
11039	CHEMBL3464	Nitric oxide synthase, inducible	Mus musculus
11573	CHEMBL4803	Nitric-oxide synthase, endothelial	Homo sapiens
271	CHEMBL1947	Thyroid hormone receptor beta-1	Homo sapiens
12659	CHEMBL4427	Prostanoid DP receptor	Homo sapiens
10460	CHEMBL1926	Dihydrofolate reductase	Pneumocystis carinii
12227	CHEMBL3979	Peroxisome proliferator-activated receptor delta	Homo sapiens
112	CHEMBL1790	Vasopressin V2 receptor	Homo sapiens
10198	CHEMBL4306	Voltage-gated potassium channel subunit Kv1.5	Homo sapiens
10026	CHEMBL257	Angiotensin II type 2 (AT-2) receptor	Rattus norvegicus
101019	CHEMBL5568	Proto-oncogene tyrosine-protein kinase ROS	Homo sapiens
10850	CHEMBL4237	Ribosomal protein S6 kinase alpha 5	Homo sapiens
11631	CHEMBL4333	Sphingosine 1-phosphate receptor Edg-1	Homo sapiens
30026	CHEMBL4601	Tyrosine-protein kinase BRK	Homo sapiens
12738	CHEMBL4073	Matrix metalloproteinase 7	Homo sapiens
103454	CHEMBL1163125	Bromodomain-containing protein 4	Homo sapiens
11105	CHEMBL3094	MAP kinase-activated protein kinase 5	Homo sapiens
11748	CHEMBL4303	Heat shock protein HSP 90-beta	Homo sapiens
101365	CHEMBL5888	Mitogen-activated protein kinase kinase kinase 14	Homo sapiens
10262	CHEMBL2426	Casein kinase I gamma 1	Homo sapiens
276	CHEMBL254	Phosphodiesterase 4A	Homo sapiens
10674	CHEMBL2525	Beta secretase 2	Homo sapiens
103745	CHEMBL1293312	M1-family aminopeptidase	Plasmodium falciparum 3D7
12265	CHEMBL4975	Adenosine A1 receptor	Bos taurus
11279	CHEMBL3772	Metabotropic glutamate receptor 1	Homo sapiens
30002	CHEMBL3829	CaM kinase II gamma	Homo sapiens
12514	CHEMBL319	Alpha-1a adrenergic receptor	Rattus norvegicus
11910	CHEMBL3012	Phosphodiesterase 7A	Homo sapiens
12735	CHEMBL2349	Phosphorylase kinase gamma subunit 2	Homo sapiens
12543	CHEMBL2622	Aldose reductase	Rattus norvegicus
101349	CHEMBL5819	Serine/threonine-protein kinase Nek4	Homo sapiens
104318	CHEMBL1908387	Calcium-dependent protein kinase 1	Plasmodium falciparum (isolate 3D7)
17100	CHEMBL4102	Cyclooxygenase-2	Ovis aries
11006	CHEMBL4608	Melanocortin receptor 5	Homo sapiens
12396	CHEMBL2252	Dipeptidyl peptidase I	Homo sapiens
11232	CHEMBL3524	Histone deacetylase 4	Homo sapiens
30045	CHEMBL4525	Serine/threonine-protein kinase 17A	Homo sapiens
10899	CHEMBL3861	Pyruvate dehydrogenase kinase isoform 2	Homo sapiens
10396	CHEMBL4121	CaM kinase II beta	Homo sapiens
17120	CHEMBL3501	Cholecystokinin A receptor	Cavia porcellus
11634	CHEMBL2590	Aminopeptidase N	Sus scrofa
103106	CHEMBL1075167	Homeodomain-interacting protein kinase 4	Homo sapiens
103679	CHEMBL1293246	Beta Lactamase	Pseudomonas aeruginosa
101159	CHEMBL5347	Glucose-6-phosphate 1-dehydrogenase	Homo sapiens
10594	CHEMBL2652	Phosphodiesterase 2A	Homo sapiens
101281	CHEMBL5683	Serine/threonine-protein kinase DCLK1	Homo sapiens
11208	CHEMBL1829	Histone deacetylase 3	Homo sapiens
10443	CHEMBL3769	Trypsin I	Bos taurus
103982	CHEMBL1741186	Nuclear receptor ROR-gamma	Homo sapiens
218	CHEMBL1916	Alpha-2c adrenergic receptor	Homo sapiens
101269	CHEMBL5650	BR serine/threonine-protein kinase 1	Homo sapiens
100789	CHEMBL4375	Serine/threonine-protein kinase SRPK1	Homo sapiens
30035	CHEMBL4202	Serine/threonine-protein kinase 2	Homo sapiens
11160	CHEMBL2635	Dual specificity protein phosphatase 3	Homo sapiens
19623	CHEMBL3357	Interleukin-1 receptor-associated kinase 1	Homo sapiens
11521	CHEMBL2219	Protein-tyrosine phosphatase LC-PTP	Homo sapiens
11636	CHEMBL3045	Protein kinase C beta	Homo sapiens
12627	CHEMBL2007	Platelet-derived growth factor receptor alpha	Homo sapiens
10457	CHEMBL2425	Dihydrofolate reductase	Toxoplasma gondii
12786	CHEMBL1917	Somatostatin receptor 1	Homo sapiens
11430	CHEMBL3138	Dopamine D3 receptor	Rattus norvegicus
11629	CHEMBL2543	Casein kinase I gamma 2	Homo sapiens
105130	CHEMBL2146302	Glutaminase kidney isoform, mitochondrial	Homo sapiens
116	CHEMBL2049	Oxytocin receptor	Homo sapiens
20007	CHEMBL3886	Mixed lineage kinase 7	Homo sapiens
12161	CHEMBL3649	Xanthine dehydrogenase	Bos taurus
10477	CHEMBL4018	Neuropeptide Y receptor type 2	Homo sapiens
12226	CHEMBL4893	Hepatitis C virus NS3 protease/helicase	Hepatitis C virus
242	CHEMBL1900	Aldose reductase	Homo sapiens
19904	CHEMBL3798	Calcitonin gene-related peptide type 1 receptor	Homo sapiens
101220	CHEMBL5518	Misshapen-like kinase 1	Homo sapiens
11359	CHEMBL288	Phosphodiesterase 4D	Homo sapiens
10982	CHEMBL4429	Neurokinin 3 receptor	Homo sapiens
214	CHEMBL1821	Muscarinic acetylcholine receptor M4	Homo sapiens
30001	CHEMBL3831	MAP/microtubule affinity-regulating kinase 2	Homo sapiens
10751	CHEMBL3476	Inhibitor of nuclear factor kappa B kinase alpha subunit	Homo sapiens
11691	CHEMBL2250	Tyrosine-protein kinase BLK	Homo sapiens
10183	CHEMBL1853	Somatostatin receptor 4	Homo sapiens
11872	CHEMBL2758	Mannose-6-phosphate isomerase	Homo sapiens
101557	CHEMBL5794	Serine/threonine-protein kinase Sgk2	Homo sapiens
10329	CHEMBL3710	Prostanoid EP3 receptor	Homo sapiens
76	CHEMBL1908	Cytochrome P450 11B1	Homo sapiens
10653	CHEMBL3974	Proteinase-activated receptor 1	Homo sapiens
30049	CHEMBL4852	Mitogen-activated protein kinase kinase kinase kinase 5	Homo sapiens
185	CHEMBL1825	TNF-alpha	Homo sapiens
12865	CHEMBL330	Glutamate (NMDA) receptor subunit zeta 1	Rattus norvegicus
101624	CHEMBL5979	Alkaline phosphatase, tissue-nonspecific isozyme	Homo sapiens
10547	CHEMBL2413	C-C chemokine receptor type 1	Homo sapiens
100217	CHEMBL4625	Apoptosis regulator Bcl-X	Homo sapiens
100834	CHEMBL4670	MAP kinase-activated protein kinase 3	Homo sapiens
101414	CHEMBL6009	Diacylglycerol O-acyltransferase 1	Homo sapiens
100852	CHEMBL4576	Homeodomain-interacting protein kinase 2	Homo sapiens
103976	CHEMBL1741180	Mitochondrial import inner membrane translocase subunit TIM23	Saccharomyces cerevisiae S288c
100410	CHEMBL4895	Tyrosine-protein kinase receptor UFO	Homo sapiens
68	CHEMBL2002	Inosine-5'-monophosphate dehydrogenase 2	Homo sapiens
10970	CHEMBL2493	CaM kinase I alpha	Homo sapiens
101034	CHEMBL5608	NT-3 growth factor receptor	Homo sapiens
105346	CHEMBL2176771	Complement factor D	Homo sapiens
11085	CHEMBL1946	Melatonin receptor 1B	Homo sapiens
11472	CHEMBL4026	Signal transducer and activator of transcription 3	Homo sapiens
215	CHEMBL2035	Muscarinic acetylcholine receptor M5	Homo sapiens
11624	CHEMBL4801	Caspase-1	Homo sapiens
100995	CHEMBL5469	Protein tyrosine kinase 2 beta	Homo sapiens
109669	CHEMBL3431938	Glucose transporter	Leishmania mexicana
10842	CHEMBL3032	Protein kinase N2	Homo sapiens
11003	CHEMBL4644	Melanocortin receptor 3	Homo sapiens
11206	CHEMBL1937	Histone deacetylase 2	Homo sapiens
12236	CHEMBL3247	HMG-CoA reductase	Rattus norvegicus
11757	CHEMBL2284	Glyceraldehyde-3-phosphate dehydrogenase liver	Homo sapiens
12699	CHEMBL3009	Receptor protein-tyrosine kinase erbB-4	Homo sapiens
100665	CHEMBL4697	Hexose transporter 1	Plasmodium falciparum
20113	CHEMBL4093	LXR-beta	Homo sapiens
10647	CHEMBL276	Muscarinic acetylcholine receptor M1	Rattus norvegicus
11622	CHEMBL2801	CaM kinase II delta	Homo sapiens
100415	CHEMBL4900	Serine/threonine-protein kinase D2	Homo sapiens
12983	CHEMBL4674	MAP kinase p38 gamma	Homo sapiens
11541	CHEMBL2722	Cytochrome P450 11B2	Homo sapiens
157	CHEMBL1966	Dihydroorotate dehydrogenase	Homo sapiens
11173	CHEMBL2535	Glucose transporter	Homo sapiens
101348	CHEMBL5818	Serine/threonine-protein kinase PRKX	Homo sapiens
103746	CHEMBL1293313	M17 leucyl aminopeptidase	Plasmodium falciparum 3D7
117	CHEMBL1804	Somatostatin receptor 2	Homo sapiens
12425	CHEMBL4481	Nitric oxide synthase, inducible	Homo sapiens
100140	CHEMBL5600	Serine/threonine-protein kinase c-TAK1	Homo sapiens
12913	CHEMBL4128	Tyrosine-protein kinase TIE-2	Homo sapiens
103975	CHEMBL1741179	Probable DNA dC->dU-editing enzyme APOBEC-3A	Homo sapiens
11154	CHEMBL3869	Matrix metalloproteinase 14	Homo sapiens
11081	CHEMBL2939	MAP kinase p38 delta	Homo sapiens
100845	CHEMBL4516	Serine/threonine-protein kinase MRCK-A	Homo sapiens
11288	CHEMBL2821	Coagulation factor XII	Homo sapiens
11203	CHEMBL285	Acyl coenzyme A:cholesterol acyltransferase 1	Rattus norvegicus
10274	CHEMBL3066	Gonadotropin-releasing hormone receptor	Rattus norvegicus
13004	CHEMBL4439	TGF-beta receptor type I	Homo sapiens
18036	CHEMBL4979	Sodium/glucose cotransporter 1	Homo sapiens
30003	CHEMBL3788	Serine/threonine-protein kinase PLK4	Homo sapiens
261	CHEMBL1811	Prostanoid EP1 receptor	Homo sapiens
30008	CHEMBL2068	Ephrin type-A receptor 2	Homo sapiens
30023	CHEMBL4599	Tyrosine kinase non-receptor protein 2	Homo sapiens
10773	CHEMBL2434	Interleukin-8 receptor B	Homo sapiens
11904	CHEMBL2998	P2X purinoceptor 3	Homo sapiens
11156	CHEMBL4308	Bradykinin B1 receptor	Homo sapiens
11398	CHEMBL4302	P-glycoprotein 1	Homo sapiens
12239	CHEMBL2993	Monoamine oxidase B	Rattus norvegicus
134	CHEMBL1889	Vasopressin V1a receptor	Homo sapiens
102444	CHEMBL6141	Acyl-CoA:cholesterol acyltransferase	Oryctolagus cuniculus
12944	CHEMBL4501	Ribosomal protein S6 kinase 1	Homo sapiens
6	CHEMBL202	Dihydrofolate reductase	Homo sapiens
11261	CHEMBL2028	Somatostatin receptor 3	Homo sapiens
12050	CHEMBL3602	Sigma opioid receptor	Rattus norvegicus
10277	CHEMBL4708	Serine/threonine-protein kinase MST2	Homo sapiens
12569	CHEMBL4566	Endothelin receptor ET-A	Rattus norvegicus
11626	CHEMBL3116	Cyclin-dependent kinase 9	Homo sapiens
30037	CHEMBL4204	MAP kinase signal-integrating kinase 2	Homo sapiens
52	CHEMBL1867	Alpha-2a adrenergic receptor	Homo sapiens
100449	CHEMBL4507	High-affinity choline transporter	Homo sapiens
11682	CHEMBL2337	Glycine transporter 1	Homo sapiens
101131	CHEMBL5261	Serine/threonine-protein kinase TAO1	Homo sapiens
10216	CHEMBL3438	Protein kinase C zeta	Homo sapiens
100271	CHEMBL4218	Alpha trans-inducing protein (VP16)	Herpes simplex virus (type 1 / strain 17)
10056	CHEMBL3142	DNA-dependent protein kinase	Homo sapiens
11265	CHEMBL1792	Somatostatin receptor 5	Homo sapiens
101277	CHEMBL5658	Prostaglandin E synthase	Homo sapiens
10885	CHEMBL2595	Protein kinase C nu	Homo sapiens
105132	CHEMBL2146304	DNA damage-inducible transcript 3 protein	Mus musculus
103972	CHEMBL1741176	X-box-binding protein 1	Homo sapiens
48	CHEMBL1994	Mineralocorticoid receptor	Homo sapiens
100426	CHEMBL4908	Trace amine-associated receptor 1	Mus musculus
100412	CHEMBL4897	Serine/threonine-protein kinase PLK3	Homo sapiens
11037	CHEMBL3568	Nitric-oxide synthase, brain	Homo sapiens
10358	CHEMBL2363	Dihydrofolate reductase	Rattus norvegicus
11842	CHEMBL3905	Tyrosine-protein kinase Lyn	Homo sapiens
10517	CHEMBL3572	Cholesteryl ester transfer protein	Homo sapiens
248	CHEMBL1835	Thromboxane-A synthase	Homo sapiens
30025	CHEMBL4600	Serine/threonine-protein kinase PAK 1	Homo sapiens
10841	CHEMBL4552	Peripheral-type benzodiazepine receptor	Rattus norvegicus
10880	CHEMBL2938	Protein kinase C gamma	Homo sapiens
11084	CHEMBL1945	Melatonin receptor 1A	Homo sapiens
100947	CHEMBL5330	Mitogen-activated protein kinase kinase kinase kinase 2	Homo sapiens
50	CHEMBL213	Beta-1 adrenergic receptor	Homo sapiens
10184	CHEMBL2327	Neurokinin 2 receptor	Homo sapiens
11364	CHEMBL4045	AMP-activated protein kinase, alpha-1 subunit	Homo sapiens
10014	CHEMBL5136	Platelet activating factor receptor	Cavia porcellus
12453	CHEMBL3358	Monoamine oxidase A	Rattus norvegicus
12665	CHEMBL3920	Protein kinase C theta	Homo sapiens
11536	CHEMBL4616	Ghrelin receptor	Homo sapiens
100077	CHEMBL5443	Cell division cycle 7-related protein kinase	Homo sapiens
104009	CHEMBL1741213	Sentrin-specific protease 7	Homo sapiens
104011	CHEMBL1741215	Sentrin-specific protease 6	Homo sapiens
11213	CHEMBL3880	Heat shock protein HSP 90-alpha	Homo sapiens
14042	CHEMBL4011	Human immunodeficiency virus type 1 Tat protein	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)
100166	CHEMBL4581	Kinesin-like protein 1	Homo sapiens
146	CHEMBL1985	Glucagon receptor	Homo sapiens
10304	CHEMBL265	Dopamine D1 receptor	Rattus norvegicus
10368	CHEMBL2828	Casein kinase I delta	Homo sapiens
104013	CHEMBL1741217	DNA dC->dU-editing enzyme APOBEC-3G	Homo sapiens
10051	CHEMBL2468	Death-associated protein kinase 3	Homo sapiens
43	CHEMBL210	Beta-2 adrenergic receptor	Homo sapiens
104180	CHEMBL1795098	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	Homo sapiens
103736	CHEMBL1293303	Nonstructural protein 1	Influenza A virus
30014	CHEMBL4225	Dual specificity protein kinase CLK2	Homo sapiens
10475	CHEMBL4777	Neuropeptide Y receptor type 1	Homo sapiens
11480	CHEMBL1980	Sodium channel protein type V alpha subunit	Homo sapiens
